Zenith Angle (degrees),Transmission at 810 nm
0.0,0.36347731947898865
0.1,0.6229855418205261
0.2,0.6255175471305847
0.30000000000000004,0.5614325404167175
0.4,0.43544313311576843
0.5,0.30027544498443604
0.6000000000000001,0.27231642603874207
0.7000000000000001,0.27627137303352356
0.8,0.21448545157909393
0.9,0.14131870865821838
1.0,0.10788296908140182
1.1,0.04423392936587334
1.2000000000000002,0.02642078511416912
1.3,0.013910286128520966
1.4000000000000001,0.04137266427278519
1.5,0.058645009994506836
1.6,0.030894162133336067
1.7000000000000002,0.0015359034296125174
1.8,0.02412743866443634
1.9000000000000001,0.012621128931641579
2.0,0.009331158362329006
2.1,0.013430332764983177
2.2,0.005142000503838062
2.3000000000000003,0.023986555635929108
2.4000000000000004,0.09509075433015823
2.5,0.1388351321220398
2.6,0.2200516015291214
2.7,0.31444939970970154
2.8000000000000003,0.42244502902030945
2.9000000000000004,0.5182385444641113
3.0,0.5581463575363159
3.1,0.5764798521995544
3.2,0.6229589581489563
3.3000000000000003,0.6290917992591858
3.4000000000000004,0.6541959047317505
3.5,0.6568102836608887
3.6,0.658315122127533
3.7,0.6619586944580078
3.8000000000000003,0.6662581562995911
3.9000000000000004,0.6773553490638733
4.0,0.6715590953826904
4.1000000000000005,0.6828406453132629
4.2,0.6812888383865356
4.3,0.6808042526245117
4.4,0.6829608678817749
4.5,0.682059645652771
4.6000000000000005,0.6819442510604858
4.7,0.6835377812385559
4.800000000000001,0.6815112233161926
4.9,0.6818013787269592
5.0,0.6737583875656128
5.1000000000000005,0.6763968467712402
5.2,0.6731212139129639
5.300000000000001,0.6674211621284485
5.4,0.6669887900352478
5.5,0.668707549571991
5.6000000000000005,0.6761268377304077
5.7,0.6773329973220825
5.800000000000001,0.6758610606193542
5.9,0.6663035154342651
6.0,0.6493626832962036
6.1000000000000005,0.6374814510345459
6.2,0.630559504032135
6.300000000000001,0.6576741337776184
6.4,0.66920006275177
6.5,0.6658017635345459
6.6000000000000005,0.6479021310806274
6.7,0.6314175128936768
6.800000000000001,0.6203909516334534
6.9,0.651862621307373
7.0,0.6654855012893677
7.1000000000000005,0.6660521030426025
7.2,0.6640824675559998
7.300000000000001,0.6620569825172424
7.4,0.6534614562988281
7.5,0.6492417454719543
7.6000000000000005,0.6427207589149475
7.7,0.6409482955932617
7.800000000000001,0.6389113068580627
7.9,0.629123866558075
8.0,0.6161858439445496
8.1,0.6069777607917786
8.200000000000001,0.5877015590667725
8.3,0.5823261737823486
8.4,0.5495302677154541
8.5,0.516356885433197
8.6,0.4409034252166748
8.700000000000001,0.40627461671829224
8.8,0.3692406415939331
8.9,0.40006715059280396
9.0,0.2796572148799896
9.1,0.32791346311569214
9.200000000000001,0.37716758251190186
9.3,0.40623360872268677
9.4,0.336444616317749
9.5,0.293153315782547
9.600000000000001,0.27311480045318604
9.700000000000001,0.2622568905353546
9.8,0.23294492065906525
9.9,0.2173539400100708
10.0,0.249620258808136
10.100000000000001,0.2389727681875229
10.200000000000001,0.20339353382587433
10.3,0.19114160537719727
10.4,0.1512051224708557
10.5,0.08843111246824265
10.600000000000001,0.07204865664243698
10.700000000000001,0.050208691507577896
10.8,0.04143759235739708
10.9,0.04559491202235222
11.0,0.05512211471796036
11.100000000000001,0.01490880362689495
11.200000000000001,0.00941642839461565
11.3,0.05291886627674103
11.4,0.04986375570297241
11.5,0.006918333470821381
11.600000000000001,0.008345542475581169
11.700000000000001,0.00408836780115962
11.8,0.016171744093298912
11.9,0.044299930334091187
12.0,0.12463382631540298
12.100000000000001,0.2434966117143631
12.200000000000001,0.39319494366645813
12.3,0.4301874339580536
12.4,0.4126780927181244
12.5,0.3785468637943268
12.600000000000001,0.39212435483932495
12.700000000000001,0.48518022894859314
12.8,0.48031336069107056
12.9,0.49024665355682373
13.0,0.5060845613479614
13.100000000000001,0.5188693404197693
13.200000000000001,0.5302347540855408
13.3,0.5399917364120483
13.4,0.5506160259246826
13.5,0.5539701581001282
13.600000000000001,0.5609734058380127
13.700000000000001,0.5652790069580078
13.8,0.5651801228523254
13.9,0.5725111961364746
14.0,0.5699077248573303
14.100000000000001,0.5633793473243713
14.200000000000001,0.5582618117332458
14.3,0.5475756525993347
14.4,0.5160205960273743
14.5,0.5329492092132568
14.600000000000001,0.5392100214958191
14.700000000000001,0.5572502613067627
14.8,0.5662689208984375
14.9,0.5683732628822327
15.0,0.5688073039054871
15.100000000000001,0.5686068534851074
15.200000000000001,0.5683488249778748
15.3,0.5677003264427185
15.4,0.565872848033905
15.5,0.5628046989440918
15.600000000000001,0.5593133568763733
15.700000000000001,0.5544617176055908
15.8,0.54901123046875
15.9,0.5435580611228943
16.0,0.540119469165802
16.1,0.5367658138275146
16.2,0.5316326022148132
16.3,0.5259804725646973
16.400000000000002,0.5287526249885559
16.5,0.5179746747016907
16.6,0.5184816122055054
16.7,0.5161002278327942
16.8,0.5205665230751038
16.900000000000002,0.5242151618003845
17.0,0.5169405341148376
